SubAccountNumber,EscalatedNote,Action
182954200004,"""PROFORMA CUSTOMER:  Billing paused Lockdown credits to be posted on customer account""",1
182960400004,"""DO NOT REBILL:  Technical issue on the account.  Tech teams engaged""",1
182980700004,"""PROFORMA CUSTOMER:  Billing paused Lockdown credits to be posted on customer account""",1
182987900004,"""PROFORMA CUSTOMER:  Billing paused Lockdown credits to be posted on customer account""",1
182996000004,"""PROFORMA CUSTOMER:  Billing paused Lockdown credits to be posted on customer account""",1
183000700004,"""PROFORMA CUSTOMER:  Billing paused Lockdown credits to be posted on customer account""",1
183215300004,"""PROFORMA CUSTOMER:  Billing paused Lockdown credits to be posted on customer account""",1
183527900004,"""PROFORMA CUSTOMER:  Billing paused Lockdown credits to be posted on customer account""",1
183637400004,"""DO NOT REBILL:  Technical issue on the account.  Tech teams engaged""",1
183743800004,"""PROFORMA CUSTOMER:  Billing paused Lockdown credits to be posted on customer account""",1
183779300004,"""DO NOT REBILL:  Technical issue on the account.  Tech teams engaged""",1
183850500004,"""PROFORMA CUSTOMER:  Billing paused Lockdown credits to be posted on customer account""",1
183865000004,"""DO NOT REBILL:  Technical issue on the account.  Tech teams engaged""",1
183892500004,"""PROFORMA CUSTOMER:  Billing paused Lockdown credits to be posted on customer account""",1
183901900004,"""DO NOT REBILL:  Technical issue on the account.  Tech teams engaged""",1
183904700004,"""PROFORMA CUSTOMER:  Billing paused Lockdown credits to be posted on customer account""",1
183937700004,"""PROFORMA CUSTOMER:  Billing paused Lockdown credits to be posted on customer account""",1
183943100004,"""PROFORMA CUSTOMER:  Billing paused Lockdown credits to be posted on customer account""",1
183987300004,"""PROFORMA CUSTOMER:  Billing paused Lockdown credits to be posted on customer account""",1
183996500004,"""PROFORMA CUSTOMER:  Billing paused Lockdown credits to be posted on customer account""",1
184032300004,"""PROFORMA CUSTOMER:  Billing paused Lockdown credits to be posted on customer account""",1
184287700004,"""PROFORMA CUSTOMER:  Billing paused Lockdown credits to be posted on customer account""",1
184337200004,"""DO NOT REBILL:  Technical issue on the account.  Tech teams engaged""",1
184349400004,"""DO NOT REBILL:  Technical issue on the account.  Tech teams engaged""",1
184366300004,"""DO NOT REBILL:  Technical issue on the account.  Tech teams engaged""",1
184499000004,"""DO NOT REBILL:  Technical issue on the account.  Tech teams engaged""",1
184544100004,"""PROFORMA CUSTOMER:  Billing paused Lockdown credits to be posted on customer account""",1
184625100004,"""PROFORMA CUSTOMER:  Billing paused Lockdown credits to be posted on customer account""",1
184628000004,"""PROFORMA CUSTOMER:  Billing paused Lockdown credits to be posted on customer account""",1
184645800004,"""PROFORMA CUSTOMER:  Billing paused Lockdown credits to be posted on customer account""",1
184666900004,"""PROFORMA CUSTOMER:  Billing paused Lockdown credits to be posted on customer account""",1
184675100004,"""PROFORMA CUSTOMER:  Billing paused Lockdown credits to be posted on customer account""",1
184675100005,"""PROFORMA CUSTOMER:  Billing paused Lockdown credits to be posted on customer account""",1
184675100006,"""PROFORMA CUSTOMER:  Billing paused Lockdown credits to be posted on customer account""",1
184675100007,"""PROFORMA CUSTOMER:  Billing paused Lockdown credits to be posted on customer account""",1
184696800004,"""DO NOT REBILL:  Technical issue on the account.  Tech teams engaged""",1
184705400004,"""DO NOT REBILL:  Technical issue on the account.  Tech teams engaged""",1
184948300004,"""DO NOT REBILL:  Technical issue on the account.  Tech teams engaged""",1
185123500004,"""PROFORMA CUSTOMER:  Billing paused Lockdown credits to be posted on customer account""",1
185126800004,"""DO NOT REBILL:  Technical issue on the account.  Tech teams engaged""",1
185127300004,"""PROFORMA CUSTOMER:  Billing paused Lockdown credits to be posted on customer account""",1
185153300004,"""PROFORMA CUSTOMER:  Billing paused Lockdown credits to be posted on customer account""",1
185219500004,"""PROFORMA CUSTOMER:  Billing paused Lockdown credits to be posted on customer account""",1
185226300004,"""PROFORMA CUSTOMER:  Billing paused Lockdown credits to be posted on customer account""",1
185285400004,"""PROFORMA CUSTOMER:  Billing paused Lockdown credits to be posted on customer account""",1
185487300004,"""PROFORMA CUSTOMER:  Billing paused Lockdown credits to be posted on customer account""",1
185557500004,"""PROFORMA CUSTOMER:  Billing paused Lockdown credits to be posted on customer account""",1
185816900004,"""DO NOT REBILL:  Technical issue on the account.  Tech teams engaged""",1
185816900005,"""DO NOT REBILL:  Technical issue on the account.  Tech teams engaged""",1
185816900006,"""DO NOT REBILL:  Technical issue on the account.  Tech teams engaged""",1
185816900007,"""DO NOT REBILL:  Technical issue on the account.  Tech teams engaged""",1
185816900008,"""DO NOT REBILL:  Technical issue on the account.  Tech teams engaged""",1
185816900009,"""DO NOT REBILL:  Technical issue on the account.  Tech teams engaged""",1
185816900010,"""DO NOT REBILL:  Technical issue on the account.  Tech teams engaged""",1
185816900011,"""DO NOT REBILL:  Technical issue on the account.  Tech teams engaged""",1
185816900012,"""DO NOT REBILL:  Technical issue on the account.  Tech teams engaged""",1
185816900013,"""DO NOT REBILL:  Technical issue on the account.  Tech teams engaged""",1
185816900014,"""DO NOT REBILL:  Technical issue on the account.  Tech teams engaged""",1
185816900015,"""DO NOT REBILL:  Technical issue on the account.  Tech teams engaged""",1
185816900016,"""DO NOT REBILL:  Technical issue on the account.  Tech teams engaged""",1
185864300004,"""PROFORMA CUSTOMER:  Billing paused Lockdown credits to be posted on customer account""",1
185864300005,"""PROFORMA CUSTOMER:  Billing paused Lockdown credits to be posted on customer account""",1
185864300006,"""PROFORMA CUSTOMER:  Billing paused Lockdown credits to be posted on customer account""",1
185904300004,"""PROFORMA CUSTOMER:  Billing paused Lockdown credits to be posted on customer account""",1
185924500004,"""DO NOT REBILL:  Technical issue on the account.  Tech teams engaged""",1
186025100004,"""PROFORMA CUSTOMER:  Billing paused Lockdown credits to be posted on customer account""",1
186124800004,"""PROFORMA CUSTOMER:  Billing paused Lockdown credits to be posted on customer account""",1
186125100004,"""PROFORMA CUSTOMER:  Billing paused Lockdown credits to be posted on customer account""",1
186129800004,"""PROFORMA CUSTOMER:  Billing paused Lockdown credits to be posted on customer account""",1
186130200004,"""PROFORMA CUSTOMER:  Billing paused Lockdown credits to be posted on customer account""",1
186130300004,"""PROFORMA CUSTOMER:  Billing paused Lockdown credits to be posted on customer account""",1
186130400004,"""PROFORMA CUSTOMER:  Billing paused Lockdown credits to be posted on customer account""",1
186166900004,"""PROFORMA CUSTOMER:  Billing paused Lockdown credits to be posted on customer account""",1
186176300004,"""PROFORMA CUSTOMER:  Billing paused Lockdown credits to be posted on customer account""",1
186195400004,"""PROFORMA CUSTOMER:  Billing paused Lockdown credits to be posted on customer account""",1
186218800004,"""PROFORMA CUSTOMER:  Billing paused Lockdown credits to be posted on customer account""",1
186267900004,"""PROFORMA CUSTOMER:  Billing paused Lockdown credits to be posted on customer account""",1
186295100004,"""PROFORMA CUSTOMER:  Billing paused Lockdown credits to be posted on customer account""",1
186297600004,"""PROFORMA CUSTOMER:  Billing paused Lockdown credits to be posted on customer account""",1
186303900004,"""PROFORMA CUSTOMER:  Billing paused Lockdown credits to be posted on customer account""",1
186348900004,"""PROFORMA CUSTOMER:  Billing paused Lockdown credits to be posted on customer account""",1
186350300004,"""PROFORMA CUSTOMER:  Billing paused Lockdown credits to be posted on customer account""",1
186351000004,"""PROFORMA CUSTOMER:  Billing paused Lockdown credits to be posted on customer account""",1
186365700004,"""PROFORMA CUSTOMER:  Billing paused Lockdown credits to be posted on customer account""",1
186470100004,"""DO NOT REBILL:  Technical issue on the account.  Tech teams engaged""",1
186537600004,"""PROFORMA CUSTOMER:  Billing paused Lockdown credits to be posted on customer account""",1
186563400004,"""PROFORMA CUSTOMER:  Billing paused Lockdown credits to be posted on customer account""",1
186570900004,"""PROFORMA CUSTOMER:  Billing paused Lockdown credits to be posted on customer account""",1
186608500004,"""PROFORMA CUSTOMER:  Billing paused Lockdown credits to be posted on customer account""",1
186648000004,"""PROFORMA CUSTOMER:  Billing paused Lockdown credits to be posted on customer account""",1
186682400004,"""PROFORMA CUSTOMER:  Billing paused Lockdown credits to be posted on customer account""",1
186682400005,"""PROFORMA CUSTOMER:  Billing paused Lockdown credits to be posted on customer account""",1
186682800004,"""PROFORMA CUSTOMER:  Billing paused Lockdown credits to be posted on customer account""",1
186726100004,"""PROFORMA CUSTOMER:  Billing paused Lockdown credits to be posted on customer account""",1
186765200004,"""PROFORMA CUSTOMER:  Billing paused Lockdown credits to be posted on customer account""",1
186828200004,"""PROFORMA CUSTOMER:  Billing paused Lockdown credits to be posted on customer account""",1
186830900004,"""PROFORMA CUSTOMER:  Billing paused Lockdown credits to be posted on customer account""",1
186841900004,"""DO NOT REBILL:  Technical issue on the account.  Tech teams engaged""",1
186862300004,"""PROFORMA CUSTOMER:  Billing paused Lockdown credits to be posted on customer account""",1
186889300004,"""PROFORMA CUSTOMER:  Billing paused Lockdown credits to be posted on customer account""",1
186892000004,"""PROFORMA CUSTOMER:  Billing paused Lockdown credits to be posted on customer account""",1
186920800004,"""PROFORMA CUSTOMER:  Billing paused Lockdown credits to be posted on customer account""",1
186926200004,"""DO NOT REBILL:  Technical issue on the account.  Tech teams engaged""",1
186926400004,"""PROFORMA CUSTOMER:  Billing paused Lockdown credits to be posted on customer account""",1
186934100004,"""DO NOT REBILL:  Technical issue on the account.  Tech teams engaged""",1
186940600004,"""PROFORMA CUSTOMER:  Billing paused Lockdown credits to be posted on customer account""",1
186952400004,"""PROFORMA CUSTOMER:  Billing paused Lockdown credits to be posted on customer account""",1
186987400004,"""PROFORMA CUSTOMER:  Billing paused Lockdown credits to be posted on customer account""",1
187007100004,"""DO NOT REBILL:  Technical issue on the account.  Tech teams engaged""",1
187020100004,"""PROFORMA CUSTOMER:  Billing paused Lockdown credits to be posted on customer account""",1
187159200004,"""PROFORMA CUSTOMER:  Billing paused Lockdown credits to be posted on customer account""",1
187159200005,"""PROFORMA CUSTOMER:  Billing paused Lockdown credits to be posted on customer account""",1
187159200006,"""PROFORMA CUSTOMER:  Billing paused Lockdown credits to be posted on customer account""",1
187159200007,"""PROFORMA CUSTOMER:  Billing paused Lockdown credits to be posted on customer account""",1
187170600004,"""PROFORMA CUSTOMER:  Billing paused Lockdown credits to be posted on customer account""",1
187178800004,"""PROFORMA CUSTOMER:  Billing paused Lockdown credits to be posted on customer account""",1
187200300004,"""PROFORMA CUSTOMER:  Billing paused Lockdown credits to be posted on customer account""",1
187209700004,"""PROFORMA CUSTOMER:  Billing paused Lockdown credits to be posted on customer account""",1
187224800004,"""PROFORMA CUSTOMER:  Billing paused Lockdown credits to be posted on customer account""",1
187321900004,"""DO NOT REBILL:  Technical issue on the account.  Tech teams engaged""",1
187351600004,"""PROFORMA CUSTOMER:  Billing paused Lockdown credits to be posted on customer account""",1
187353600004,"""PROFORMA CUSTOMER:  Billing paused Lockdown credits to be posted on customer account""",1
187361700004,"""PROFORMA CUSTOMER:  Billing paused Lockdown credits to be posted on customer account""",1
187463900004,"""PROFORMA CUSTOMER:  Billing paused Lockdown credits to be posted on customer account""",1
187500600004,"""PROFORMA CUSTOMER:  Billing paused Lockdown credits to be posted on customer account""",1
187503600004,"""DO NOT REBILL:  Technical issue on the account.  Tech teams engaged""",1
187503900004,"""DO NOT REBILL:  Technical issue on the account.  Tech teams engaged""",1
187548900004,"""PROFORMA CUSTOMER:  Billing paused Lockdown credits to be posted on customer account""",1
187554700004,"""PROFORMA CUSTOMER:  Billing paused Lockdown credits to be posted on customer account""",1
187596600004,"""PROFORMA CUSTOMER:  Billing paused Lockdown credits to be posted on customer account""",1
187681700004,"""PROFORMA CUSTOMER:  Billing paused Lockdown credits to be posted on customer account""",1
187701600004,"""PROFORMA CUSTOMER:  Billing paused Lockdown credits to be posted on customer account""",1
187728200004,"""PROFORMA CUSTOMER:  Billing paused Lockdown credits to be posted on customer account""",1
187741400004,"""PROFORMA CUSTOMER:  Billing paused Lockdown credits to be posted on customer account""",1
187784200004,"""PROFORMA CUSTOMER:  Billing paused Lockdown credits to be posted on customer account""",1
187785600004,"""PROFORMA CUSTOMER:  Billing paused Lockdown credits to be posted on customer account""",1
187806600004,"""PROFORMA CUSTOMER:  Billing paused Lockdown credits to be posted on customer account""",1
187812400004,"""DO NOT REBILL:  Technical issue on the account.  Tech teams engaged""",1
187817400004,"""PROFORMA CUSTOMER:  Billing paused Lockdown credits to be posted on customer account""",1
187826800004,"""PROFORMA CUSTOMER:  Billing paused Lockdown credits to be posted on customer account""",1
187849100004,"""DO NOT REBILL:  Technical issue on the account.  Tech teams engaged""",1
187853000004,"""PROFORMA CUSTOMER:  Billing paused Lockdown credits to be posted on customer account""",1
187897400004,"""PROFORMA CUSTOMER:  Billing paused Lockdown credits to be posted on customer account""",1
187939200004,"""DO NOT REBILL:  Technical issue on the account.  Tech teams engaged""",1
187951000004,"""PROFORMA CUSTOMER:  Billing paused Lockdown credits to be posted on customer account""",1
187953000004,"""DO NOT REBILL:  Technical issue on the account.  Tech teams engaged""",1
187989000004,"""PROFORMA CUSTOMER:  Billing paused Lockdown credits to be posted on customer account""",1
187989100004,"""PROFORMA CUSTOMER:  Billing paused Lockdown credits to be posted on customer account""",1
188001100004,"""DO NOT REBILL:  Technical issue on the account.  Tech teams engaged""",1
188020000004,"""PROFORMA CUSTOMER:  Billing paused Lockdown credits to be posted on customer account""",1
188032200004,"""DO NOT REBILL:  Technical issue on the account.  Tech teams engaged""",1
188035600004,"""DO NOT REBILL:  Technical issue on the account.  Tech teams engaged""",1
188039700004,"""PROFORMA CUSTOMER:  Billing paused Lockdown credits to be posted on customer account""",1
188067700004,"""PROFORMA CUSTOMER:  Billing paused Lockdown credits to be posted on customer account""",1
188067700005,"""PROFORMA CUSTOMER:  Billing paused Lockdown credits to be posted on customer account""",1
188067700006,"""PROFORMA CUSTOMER:  Billing paused Lockdown credits to be posted on customer account""",1
188067700007,"""PROFORMA CUSTOMER:  Billing paused Lockdown credits to be posted on customer account""",1
188067700008,"""PROFORMA CUSTOMER:  Billing paused Lockdown credits to be posted on customer account""",1
188067700009,"""PROFORMA CUSTOMER:  Billing paused Lockdown credits to be posted on customer account""",1
188067700010,"""PROFORMA CUSTOMER:  Billing paused Lockdown credits to be posted on customer account""",1
188076300004,"""PROFORMA CUSTOMER:  Billing paused Lockdown credits to be posted on customer account""",1
188079900004,"""PROFORMA CUSTOMER:  Billing paused Lockdown credits to be posted on customer account""",1
188093100004,"""PROFORMA CUSTOMER:  Billing paused Lockdown credits to be posted on customer account""",1
188093100005,"""PROFORMA CUSTOMER:  Billing paused Lockdown credits to be posted on customer account""",1
188093100006,"""PROFORMA CUSTOMER:  Billing paused Lockdown credits to be posted on customer account""",1
188093100007,"""PROFORMA CUSTOMER:  Billing paused Lockdown credits to be posted on customer account""",1
188093100008,"""PROFORMA CUSTOMER:  Billing paused Lockdown credits to be posted on customer account""",1
188093100009,"""PROFORMA CUSTOMER:  Billing paused Lockdown credits to be posted on customer account""",1
188093100010,"""PROFORMA CUSTOMER:  Billing paused Lockdown credits to be posted on customer account""",1
188093100011,"""PROFORMA CUSTOMER:  Billing paused Lockdown credits to be posted on customer account""",1
188093100012,"""PROFORMA CUSTOMER:  Billing paused Lockdown credits to be posted on customer account""",1
188093100013,"""PROFORMA CUSTOMER:  Billing paused Lockdown credits to be posted on customer account""",1
188093100014,"""PROFORMA CUSTOMER:  Billing paused Lockdown credits to be posted on customer account""",1
188113200004,"""PROFORMA CUSTOMER:  Billing paused Lockdown credits to be posted on customer account""",1
188169700004,"""PROFORMA CUSTOMER:  Billing paused Lockdown credits to be posted on customer account""",1
188172100004,"""PROFORMA CUSTOMER:  Billing paused Lockdown credits to be posted on customer account""",1
188184400004,"""PROFORMA CUSTOMER:  Billing paused Lockdown credits to be posted on customer account""",1
188204400004,"""PROFORMA CUSTOMER:  Billing paused Lockdown credits to be posted on customer account""",1
188256300004,"""PROFORMA CUSTOMER:  Billing paused Lockdown credits to be posted on customer account""",1
188260000004,"""PROFORMA CUSTOMER:  Billing paused Lockdown credits to be posted on customer account""",1
188289000004,"""DO NOT REBILL:  Technical issue on the account.  Tech teams engaged""",1
188313300004,"""DO NOT REBILL:  Technical issue on the account.  Tech teams engaged""",1
188345200004,"""DO NOT REBILL:  Technical issue on the account.  Tech teams engaged""",1
188351100004,"""PROFORMA CUSTOMER:  Billing paused Lockdown credits to be posted on customer account""",1
188373100004,"""PROFORMA CUSTOMER:  Billing paused Lockdown credits to be posted on customer account""",1
188389000004,"""PROFORMA CUSTOMER:  Billing paused Lockdown credits to be posted on customer account""",1
188410800004,"""PROFORMA CUSTOMER:  Billing paused Lockdown credits to be posted on customer account""",1
188433600004,"""PROFORMA CUSTOMER:  Billing paused Lockdown credits to be posted on customer account""",1
188433600005,"""PROFORMA CUSTOMER:  Billing paused Lockdown credits to be posted on customer account""",1
188466100004,"""PROFORMA CUSTOMER:  Billing paused Lockdown credits to be posted on customer account""",1
188474100004,"""PROFORMA CUSTOMER:  Billing paused Lockdown credits to be posted on customer account""",1
188500600004,"""PROFORMA CUSTOMER:  Billing paused Lockdown credits to be posted on customer account""",1
188572000004,"""PROFORMA CUSTOMER:  Billing paused Lockdown credits to be posted on customer account""",1
188572000005,"""PROFORMA CUSTOMER:  Billing paused Lockdown credits to be posted on customer account""",1
188572000006,"""PROFORMA CUSTOMER:  Billing paused Lockdown credits to be posted on customer account""",1
188572000007,"""PROFORMA CUSTOMER:  Billing paused Lockdown credits to be posted on customer account""",1
188572000008,"""PROFORMA CUSTOMER:  Billing paused Lockdown credits to be posted on customer account""",1
188611400004,"""PROFORMA CUSTOMER:  Billing paused Lockdown credits to be posted on customer account""",1
188611400005,"""PROFORMA CUSTOMER:  Billing paused Lockdown credits to be posted on customer account""",1
188611400006,"""PROFORMA CUSTOMER:  Billing paused Lockdown credits to be posted on customer account""",1
188611400007,"""PROFORMA CUSTOMER:  Billing paused Lockdown credits to be posted on customer account""",1
188611400008,"""PROFORMA CUSTOMER:  Billing paused Lockdown credits to be posted on customer account""",1
188611400009,"""PROFORMA CUSTOMER:  Billing paused Lockdown credits to be posted on customer account""",1
188676600004,"""DO NOT REBILL:  Technical issue on the account.  Tech teams engaged""",1
188682400004,"""DO NOT REBILL:  Technical issue on the account.  Tech teams engaged""",1
188685300004,"""PROFORMA CUSTOMER:  Billing paused Lockdown credits to be posted on customer account""",1
188700800004,"""DO NOT REBILL:  Technical issue on the account.  Tech teams engaged""",1
188739800004,"""PROFORMA CUSTOMER:  Billing paused Lockdown credits to be posted on customer account""",1
188748000004,"""DO NOT REBILL:  Technical issue on the account.  Tech teams engaged""",1
188759700004,"""PROFORMA CUSTOMER:  Billing paused Lockdown credits to be posted on customer account""",1
188762000004,"""DO NOT REBILL:  Technical issue on the account.  Tech teams engaged""",1
188763200004,"""PROFORMA CUSTOMER:  Billing paused Lockdown credits to be posted on customer account""",1
188764900004,"""PROFORMA CUSTOMER:  Billing paused Lockdown credits to be posted on customer account""",1
188775300004,"""PROFORMA CUSTOMER:  Billing paused Lockdown credits to be posted on customer account""",1
188788400004,"""DO NOT REBILL:  Technical issue on the account.  Tech teams engaged""",1
188849800004,"""PROFORMA CUSTOMER:  Billing paused Lockdown credits to be posted on customer account""",1
188859100004,"""DO NOT REBILL:  Technical issue on the account.  Tech teams engaged""",1
188873400004,"""PROFORMA CUSTOMER:  Billing paused Lockdown credits to be posted on customer account""",1
188902000004,"""PROFORMA CUSTOMER:  Billing paused Lockdown credits to be posted on customer account""",1
188929200004,"""DO NOT REBILL:  Technical issue on the account.  Tech teams engaged""",1
188977700004,"""PROFORMA CUSTOMER:  Billing paused Lockdown credits to be posted on customer account""",1
188999500004,"""PROFORMA CUSTOMER:  Billing paused Lockdown credits to be posted on customer account""",1
189080300004,"""PROFORMA CUSTOMER:  Billing paused Lockdown credits to be posted on customer account""",1
189087400004,"""PROFORMA CUSTOMER:  Billing paused Lockdown credits to be posted on customer account""",1
189121200004,"""PROFORMA CUSTOMER:  Billing paused Lockdown credits to be posted on customer account""",1
189126800004,"""DO NOT REBILL:  Technical issue on the account.  Tech teams engaged""",1
189127100004,"""DO NOT REBILL:  Technical issue on the account.  Tech teams engaged""",1
189130800004,"""DO NOT REBILL:  Technical issue on the account.  Tech teams engaged""",1
189139500004,"""DO NOT REBILL:  Technical issue on the account.  Tech teams engaged""",1
189172700004,"""DO NOT REBILL:  Technical issue on the account.  Tech teams engaged""",1
189189400004,"""DO NOT REBILL:  Technical issue on the account.  Tech teams engaged""",1
189191900004,"""DO NOT REBILL:  Technical issue on the account.  Tech teams engaged""",1
189231000004,"""DO NOT REBILL:  Technical issue on the account.  Tech teams engaged""",1
189489100004,"""DO NOT REBILL:  Technical issue on the account.  Tech teams engaged""",1
189491300004,"""DO NOT REBILL:  Technical issue on the account.  Tech teams engaged""",1
189491700004,"""DO NOT REBILL:  Technical issue on the account.  Tech teams engaged""",1
189492600004,"""DO NOT REBILL:  Technical issue on the account.  Tech teams engaged""",1
189493400004,"""DO NOT REBILL:  Technical issue on the account.  Tech teams engaged""",1
189495600004,"""DO NOT REBILL:  Technical issue on the account.  Tech teams engaged""",1
189496300004,"""DO NOT REBILL:  Technical issue on the account.  Tech teams engaged""",1
189497100004,"""DO NOT REBILL:  Technical issue on the account.  Tech teams engaged""",1
189497300004,"""DO NOT REBILL:  Technical issue on the account.  Tech teams engaged""",1
189498700004,"""DO NOT REBILL:  Technical issue on the account.  Tech teams engaged""",1
189501500004,"""DO NOT REBILL:  Technical issue on the account.  Tech teams engaged""",1
189503100004,"""DO NOT REBILL:  Technical issue on the account.  Tech teams engaged""",1
